BookId,Book_Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Sales,URLs
B3165,Jilted Jock : A Hero Club Novel,Rebecca  Jenshak ,Romance,Love Triangle,Kindle Edition,309.00,4.3,323,99807,https://www.amazon.in/Jilted-Jock-Hero-Club-Novel-ebook/dp/B08BP73F1D/ref=zg_bs_g_92041943031_d_sccl_12/000-0000000-0000000?psc=1
B3166,Jim Corbett : Man Eaters of Kumaon,Jim Corbett,Sports,Field Sports,Paperback,178.00,4.6,2725,485050,https://www.amazon.in/Man-Eaters-Kumaon-Jim-Corbett/dp/9386316013/ref=zg_bs_g_1318253031_d_sccl_6/000-0000000-0000000?psc=1
B3167,Jiya Jale: The Stories of Songs,Gulzar (In conversation with Nasreen Munni Kabir),"Arts, Film & Photography",Cinema & Broadcast,Hardcover,385.00,4.6,289,111265,https://www.amazon.in/Gulzar-conversation-Nasreen-Munni-Kabir/dp/938807095X/ref=zg_bs_g_1318054031_d_sccl_10/000-0000000-0000000?psc=1
B3168,JMI: MA (English) Entrance Exam Guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,270.00,4.3,51,13770,https://www.amazon.in/JMI-English-Entrance-Exam-Guide/dp/9389480515/ref=zg_bs_g_22934500031_d_sccl_25/000-0000000-0000000?psc=1
B3169,JNU: MA (History) Entrance Exam Guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,339.00,4.2,157,53223,https://www.amazon.in/JNU-History-Entrance-Exam-Guide/dp/9389480485/ref=zg_bs_g_22934500031_d_sccl_17/000-0000000-0000000?psc=1
B3170,JNU: MA (International Relations and Area Studies) Entrance Exam Guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,300.00,4.1,211,63300,https://www.amazon.in/JNU-International-Relations-Studies-Entrance/dp/9389480477/ref=zg_bs_g_22934500031_d_sccl_4/000-0000000-0000000?psc=1
B3171,JNU: MA Geography Entrance Exam Guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,280.00,3.9,59,16520,https://www.amazon.in/JNU-Geography-Entrance-Exam-Guide/dp/9389480833/ref=zg_bs_g_22934500031_d_sccl_20/000-0000000-0000000?psc=1
B3172,"Jo Meri Nas-Nas Mein Hai ""Ö??Öù? Ö??Öù?Ö?¯Öù? Ö??Ö??-Ö??Ö?? Ö??Öù?Ö?? Ö??Öù?"" Book in Hindi",Manoj É??MuntashirÉ?? Shukla,Literature & Fiction,Poetry,Paperback,240.00,4.5,31,7440,https://www.amazon.in/Meri-Nas-Nas-Mein-%E0%A4%A8%E0%A4%B8-%E0%A4%A8%E0%A4%B8-Hindi/dp/935521572X/ref=zg_bs_g_1318175031_d_sccl_11/000-0000000-0000000?psc=1
B3173,John Thompson's Easiest Piano Course - Part 2 - Book Only: Part 2 - Book Only,John Thompson,"Arts, Film & Photography",Music,Paperback,495.00,4.7,1743,862785,https://www.amazon.in/John-Thompsons-Easiest-Piano-Course/dp/087718013X/ref=zg_bs_g_1318059031_d_sccl_2/000-0000000-0000000?psc=1
B3174,John Thompson's Modern Course for the Piano - First Grade (Book Only): First Grade - English: The First Grade Book : Something New Every Lesson,John Thompson,"Arts, Film & Photography",Music,Paperback,600.00,4.7,2992,1795200,https://www.amazon.in/John-Thompsons-Modern-Course-Piano/dp/0877180059/ref=zg_bs_g_1318059031_d_sccl_16/000-0000000-0000000?psc=1
B3175,John Thompson's Modern Course for the Piano 1,John Thompson,"Arts, Film & Photography",Music,Paperback,740.00,4.6,88,65120,https://www.amazon.in/Thompsons-Modern-Course-First-Grade/dp/1780388640/ref=zg_bs_g_1318059031_d_sccl_20/000-0000000-0000000?psc=1
B3176,JOHNSON'S MOTHER AND BABY,Tracey Godridge,Medicine & Health Sciences,Reference,Paperback,"2,300.00",4.7,41,94300,https://www.amazon.in/JOHNSONS-MOTHER-BABY-Tracey-Godridge/dp/0756612683/ref=zg_bs_g_4149694031_d_sccl_23/000-0000000-0000000?psc=1
B3177,Jokta Academy Hp Gk Book ENGLISH,Suresh Jokta And Vikash KUmar,School Books,International School Boards,Paperback,173.00,4.3,295,51035,https://www.amazon.in/Jokta-Academy-Hp-Book-ENGLISH/dp/B07PM798KC/ref=zg_bs_g_10998107031_d_sccl_19/000-0000000-0000000?psc=1
B3178,"Jolly Kids Bloom With Yoga Books For Kids| Set of 4| Ages 3 - 7 Year| Yoga in Different Places Like Jungle, Beach, Schools, Gardens etc.",Jolly Kids,Children's Books,Sport,Paperback,600.00,4.3,6,3600,https://www.amazon.in/Jolly-Kids-Bloom-Yoga-Books/dp/B09WK54D5Y/ref=zg_bs_g_1318103031_d_sccl_2/000-0000000-0000000?psc=1
B3179,Jolly Kids My First Book of Phonics Words Key to Letter Sound Relationship| Learning the Letter Sounds| Blending| Word Formatting| Sight Words| Phonic Activity Book for Kindergarten Ages 3-7 Years,Jolly Kids,Children's Books,Language Learning,Paperback,338.00,4.6,1095,370110,https://www.amazon.in/Relationship-Learning-Blending-Formatting-Kindergarten/dp/938705411X/ref=zg_bs_g_1318082031_d_sccl_13/000-0000000-0000000?psc=1
B3180,Jonathan Livingston Seagull: A Story,Richard Bach,Literature & Fiction,Classic Fiction,Paperback,227.00,4.5,12867,2920809,https://www.amazon.in/Jonathan-Livingston-Seagull-Richard-Bach/dp/817223578X/ref=zg_bs_g_1318159031_d_sccl_12/000-0000000-0000000?psc=1
B3181,Journey to the Edge of the Earth: True Adventure of Naval Officer Abhilash Tomy : (Full-colour Biography),Joeanna Rebello Fernandes,Teen & Young Adult,Biographies,Paperback,259.00,4.6,37,9583,https://www.amazon.in/Journey-Edge-Earth-Adventure-Full-colour/dp/0143450131/ref=zg_bs_g_67803441031_d_sccl_26/000-0000000-0000000?psc=1
B3182,JOURNEYS IN THE WILD,Sir David Attenborough,"Arts, Film & Photography",Cinema & Broadcast,Paperback,438.00,4.6,389,170382,https://www.amazon.in/JOURNEYS-WILD-Sir-David-Attenborough/dp/1841883115/ref=zg_bs_g_1318054031_d_sccl_19/000-0000000-0000000?psc=1
B3183,"JOYFULL: Cook Effortlessly, Eat Freely, Live Radiantly",Radhi Devlukia-Shetty,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,"1,019.00",0,0,0,https://www.amazon.in/JOYFULL-Cook-Effortlessly-Freely-Radiantly/dp/0008618747/ref=zg_bs_g_1318120031_d_sccl_5/000-0000000-0000000?psc=1
B3184,JPSC GENERAL STUDIES PRELIMS PAPER1 AND PAPER 2 SOLVED PAPERS WITH 20 PRACTICE SETS (HINDI): Mastering JPSC Exam Patterns by Vijay Kumar (Hindi Edition),Vijay Kumar,Politics,Freedom & Security,Kindle Edition,92.04,4.4,19,1748.76,https://www.amazon.in/GENERAL-STUDIES-PRELIMS-PAPER1-PRATICE-ebook/dp/B09Q6795HV/ref=zg_bs_g_1318177031_d_sccl_10/000-0000000-0000000?psc=1
B3185,Juggling For Kids: A Playful and Effortless Guide to Mastering the Art of Juggling for Little Ones! (Fun Tricks),Charlotte Gibbs,Sports,Juggling,Kindle Edition,249.00,5,1,249,https://www.amazon.in/Juggling-Kids-Playful-Effortless-Mastering-ebook/dp/B0CNL172VZ/ref=zg_bs_g_1318262031_d_sccl_13/000-0000000-0000000?psc=1
B3186,Juggling Guides: Learn to Juggle Step by Step,GRAYSON SHANE,Sports,Juggling,Kindle Edition,224.00,0,0,0,https://www.amazon.in/Juggling-Guides-Learn-Juggle-Step-ebook/dp/B09KNFJWPC/ref=zg_bs_g_1318262031_d_sccl_15/000-0000000-0000000?psc=1
B3187,Juggling: Easy and Step-by-Step Way for Beginners: Contact Juggling,Brandi  Humphrey,Sports,Juggling,Kindle Edition,220.00,3.3,5,1100,https://www.amazon.in/Juggling-Step-Step-Beginners-Contact-ebook/dp/B08Q7SPRZ5/ref=zg_bs_g_1318262031_d_sccl_13/000-0000000-0000000?psc=1
B3188,Jujutsu kaisen volume -1,GEGE AKUTAMI,Comics & Mangas,Comics,Library Binding,180.00,4.1,29,5220,https://www.amazon.in/Jujutsu-kaisen-1-GEGE-AKUTAMI/dp/B0BHSCV18K/ref=zg_bs_g_15705395031_d_sccl_9/000-0000000-0000000?psc=1
B3189,"Jujutsu Kaisen, Vol. 09: Volume 9",Gege Akutami,Comics & Mangas,Mangas,Paperback,504.00,4.8,4737,2387448,https://www.amazon.in/Jujutsu-Kaisen-Vol-9/dp/1974718727/ref=zg_bs_g_15705396031_d_sccl_7/000-0000000-0000000?psc=1
B3190,"JUJUTSU KAISEN, VOL. 20",Gege Akutami,"Fantasy, Horror & Science Fiction",Horror,Paperback,627.68,4.9,662,415524.16,https://www.amazon.in/JUJUTSU-KAISEN-VOL-Gege-Akutami/dp/1974738744/ref=zg_bs_g_1318165031_d_sccl_17/000-0000000-0000000?psc=1
B3191,Julian at the Wedding,Jessica Love,Children's Books,Holidays & Celebrations,Paperback,275.00,4.8,154,42350,https://www.amazon.in/Julian-at-Wedding-Jessica-Love/dp/1406398462/ref=zg_bs_g_67803463031_d_sccl_16/000-0000000-0000000?psc=1
B3192,Julian Is a Mermaid,Jessica Love,Children's Books,Holidays & Celebrations,Paperback,274.51,4.8,4231,1161451.81,https://www.amazon.in/Julian-Mermaid-Jessica-Love/dp/1406386421/ref=zg_bs_g_67803463031_d_sccl_14/000-0000000-0000000?psc=1
B3193,"Jumbo Colouring Book - Activity Colouring Book for 3 to 5 years old kids - Gift to children for painting, drawing and colouring with reference guide [Paperback] Maple Press",Maple Press,Children's Books,"Crafts, Hobbies & Practical Interests",Paperback,99.00,4.4,1946,192654,https://www.amazon.in/Jumbo-Colouring-Book-Maple-Press/dp/9388304608/ref=zg_bs_g_1318075031_d_sccl_3/000-0000000-0000000?psc=1
B3194,"Jumbo English Alphabet and Numbers Chart for Kids | Perfect For Homeschooling, Kindergarten and Nursery Children | (39.25 x 27.25 Inch)",TARGET PUBLICATIONS,Children's Books,Language Learning,Poster,165.00,4.3,668,110220,https://www.amazon.in/English-Alphabet-Homeschooling-Kindergarten-Children/dp/B07YDDRTX8/ref=zg_bs_g_1318082031_d_sccl_4/000-0000000-0000000?psc=1
B3195,Jurgen Klopp,Elmar Neveling,Sports,Sporting Events & Organisations,Paperback,"1,231.26",4.6,1681,2069748.06,https://www.amazon.in/Jurgen-Klopp-Elmar-Neveling/dp/1529109256/ref=zg_bs_g_1318275031_d_sccl_18/000-0000000-0000000?psc=1
B3196,Just Don't Fall : A Fake Dating Hockey RomCom,Emma St. Clair,Romance,Sports,Kindle Edition,399.00,4.3,5490,2190510,https://www.amazon.in/Just-Dont-Fall-Dating-Hockey-ebook/dp/B0CFJSXLMD/ref=zg_bs_g_89265407031_d_sccl_6/000-0000000-0000000?psc=1
B3197,Just Keep Buying: Proven ways to save money and build your wealth,Nick Maggiulli,Higher Education Textbooks,Business & Finance,Paperback,275.00,4.4,2069,568975,https://www.amazon.in/Just-Keep-Buying-Proven-wealth/dp/9394407006/ref=zg_bs_g_4149419031_d_sccl_4/000-0000000-0000000?psc=1
B3198,Just Kids,Patti Smith,"Arts, Film & Photography",Music,Paperback,760.00,4.5,9371,7121960,https://www.amazon.in/Just-Kids-Patti-Smith/dp/0060936223/ref=zg_bs_g_1318059031_d_sccl_26/000-0000000-0000000?psc=1
B3199,"Just Mercy (Movie Tie-In Edition, Adapted for Young Adults): A True Story of the Fight for Justice",Bryan Stevenson,Teen & Young Adult,Biographies,Audible Audiobook,"1,005.00",4.7,2710,2723550,https://www.amazon.in/Just-Mercy-Adapted-Young-Adults/dp/B07G8PRJB1/ref=zg_bs_g_67803441031_d_sccl_12/000-0000000-0000000?psc=1
B3200,Just Six Numbers (SCIENCE MASTERS),Martin Rees,"Sciences, Technology & Medicine",Astronomy,Paperback,851.00,4.4,460,391460,https://www.amazon.in/Just-Six-Numbers-Science-Masters/dp/178022690X/ref=zg_bs_g_1318205031_d_sccl_9/000-0000000-0000000?psc=1
B3201,Just Tigers: The Very Best of Jim Corbett,Jim Corbett,Sports,Field Sports,Kindle Edition,305.83,4.3,43,13150.69,https://www.amazon.in/Just-Tigers-Very-Best-Corbett-ebook/dp/B07F2CLLTY/ref=zg_bs_g_1318253031_d_sccl_3/000-0000000-0000000?psc=1
B3202,"Kaamvasna - Sharam, Dar, Agyaan / Ö??Ö??Ö??Ö?ÊÖ??Ö??Ö??Ö?? - Ö??Ö?¯ÖùçÖ??, Ö?≠Ö?¯, Ö??Ö??ÖùçÖ??Ö??Ö??",Acharya Prashant,Society & Social Sciences,Social Welfare & Social Services,Paperback,257.00,4.6,79,20303,https://www.amazon.in/Kaamvasna-Sharam-Agyaan-%E0%A4%95%E0%A4%BE%E0%A4%AE%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A4%A8%E0%A4%BE-%E0%A4%85%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE%E0%A4%A8/dp/8194794579/ref=zg_bs_g_1318221031_d_sccl_19/000-0000000-0000000?psc=1
B3203,Kabaddi : Niyam Evam Jankari,Sonu Kumar,Sports,Field Sports,Hardcover,280.00,0,0,0,https://www.amazon.in/Kabaddi-Niyam-Jankari-Sonu-Kumar/dp/9395451157/ref=zg_bs_g_1318253031_d_sccl_6/000-0000000-0000000?psc=1
B3204,Kadve Pravachan - Part 6 in Hindi by Jain Muni Traun Sagar Ji Maharaj (Hindi Edition),Jain Muni Tarun Sagar Ji Maharaj,Religion,Jainism,Kindle Edition,49.00,4.6,9,441,https://www.amazon.in/Kadve-Pravachan-Hindi-Traun-Maharaj-ebook/dp/B079XT3KMS/ref=zg_bs_g_1318197031_d_sccl_20/000-0000000-0000000?psc=1
B3205,Kafka: The Definitive Guide - Real-Time Data and Stream Processing at Scale,Gwen Shapira,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"1,600.00",4.7,189,302400,https://www.amazon.in/Kafka-Definitive-Real-Time-Processing-Grayscale/dp/9355420587/ref=zg_bs_g_1318110031_d_sccl_27/000-0000000-0000000?psc=1
B3206,Kahan Lagayen Paisa,CA Abhijeet Kolapkar/Ö??Öù?Ö?è Ö??Ö??Ö?®Ö??Öù?Ö?? Ö??Öù?Ö?˝Ö?¶Ö??Ö?¯,Higher Education Textbooks,Business & Finance,Paperback,259.00,4.8,6,1554,https://www.amazon.in/Lagayen-Abhijeet-Kolapkar-%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%9C%E0%A5%80%E0%A4%A4-%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A4%AA%E0%A4%95%E0%A4%B0/dp/0143461656/ref=zg_bs_g_4149419031_d_sccl_21/000-0000000-0000000?psc=1
B3207,Kaisa Kutta Hai Öù? Ö??Öù?Ö??Ö?? Ö??ÖùÅÖ??ÖùçÖ??Ö?? Ö??Öù?,Rahgir,Literature & Fiction,Poetry,Paperback,130.00,4.7,424,55120,https://www.amazon.in/Kaisa-Kutta-Hai-%E0%A4%95%E0%A5%88%E0%A4%B8%E0%A4%BE-%E0%A4%95%E0%A5%81%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BE/dp/9392820267/ref=zg_bs_g_1318175031_d_sccl_12/000-0000000-0000000?psc=1
B3208,KAISI APNI GHAR KI CHAT PHAR YA BALCONY MEY JOVIC SABJIYONKA VIKAS KAREY?: Indian urban gardening book in hindi (about teres garden) (Hindi Edition),A.M.Latha,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Kindle Edition,99.00,3.2,27,2673,https://www.amazon.in/KAISI-BALCONY-JOVIC-SABJIYONKA-VIKAS-ebook/dp/B06XK6GVYN/ref=zg_bs_g_1318122031_d_sccl_17/000-0000000-0000000?psc=1
B3209,Kalarippayattu: Guide Book,Jules  Morel,Sports,Combat Sports & Self-Defence,Kindle Edition,449.00,4.4,6,2694,https://www.amazon.in/Kalarippayattu-Guide-Book-Jules-Morel-ebook/dp/B08TZV6WQL/ref=zg_bs_g_1318240031_d_sccl_2/000-0000000-0000000?psc=1
B3210,Kalarippayattu: The Complete Guide to KeralaÉ??s Martial Art,Chirakkal T. Sreedharan Nair,Sports,Combat Sports & Self-Defence,Paperback,595.00,0,0,0,https://www.amazon.in/Kalarippayattu-Complete-Guide-Keralas-Martial/dp/9357765867/ref=zg_bs_g_1318240031_d_sccl_2/000-0000000-0000000?psc=1
B3211,Kali Linux Revealed: Mastering the Penetration Testing Distribution,Raphael Hertzog,"Computing, Internet & Digital Media",Operating Systems,Paperback,"2,800.00",4.4,562,1573600,https://www.amazon.in/Kali-Linux-Revealed-Penetration-Distribution/dp/0997615605/ref=zg_bs_g_1318115031_d_sccl_15/000-0000000-0000000?psc=1
B3212,Kali Linux: Kali Linux Made Easy For Beginners And Intermediates; Step By Step With Hands On Projects (Including Hacking and Cybersecurity Basics with Kali Linux),Berg Craig,"Computing, Internet & Digital Media",Operating Systems,Paperback,517.00,4,140,72380,https://www.amazon.in/Kali-Linux-Beginners-Intermediates-Cybersecurity/dp/1951737180/ref=zg_bs_g_1318115031_d_sccl_12/000-0000000-0000000?psc=1
B3213,Kalpa Sutra of Bhadrabahu Svami (Lala S.L. Jain),K.C. Lalwani,Religion,Jainism,Hardcover,340.00,4.2,10,3400,https://www.amazon.in/Kalpa-Sutra-Bhadrabahu-Svami-LalaL/dp/8120808568/ref=zg_bs_g_1318197031_d_sccl_9/000-0000000-0000000?psc=1
B3214,Kalpana Chawla: A Complete Biography,Abhishek Kumar,Society & Social Sciences,Ethnography,Paperback,159.00,4.6,34,5406,https://www.amazon.in/Kalpana-Chawla-Biography-Abhishek-Kumar/dp/9355214804/ref=zg_bs_g_26437177031_d_sccl_2/000-0000000-0000000?psc=1
B3215,Kalvane en kannalane: Ö??Ö??Ö?çÖ?ÊÖ??Ö?? Ö??Ö??Ö?ç Ö??Ö?úÖ?çÖ?úÖ??Ö??Ö??Ö?? (Tamil Edition),Priya Vinoth ,Romance,Workplace Romance,Kindle Edition,415.00,5,6,2490,https://www.amazon.in/Kalvane-kannalane-%E0%AE%95%E0%AE%B3%E0%AF%8D%E0%AE%B5%E0%AE%A9%E0%AF%87-%E0%AE%95%E0%AE%A3%E0%AF%8D%E0%AE%A3%E0%AE%BE%E0%AE%B3%E0%AE%A9%E0%AF%87-Tamil-ebook/dp/B0CVP8VXDL/ref=zg_bs_g_92041938031_d_sccl_2/000-0000000-0000000?psc=1
B3216,Kalyanam@at the rate of: Ö??Ö?˝Ö?çÖ??Ö??Ö?úÖ??Ö?ç@ (Tamil Edition),Monisha  thamizhmoni,Romance,Adaptations,Kindle Edition,200.00,4.2,63,12600,https://www.amazon.in/Kalyanam-at-rate-%E0%AE%95%E0%AE%B2%E0%AF%8D%E0%AE%AF%E0%AE%BE%E0%AE%A3%E0%AE%AE%E0%AF%8D-Tamil-ebook/dp/B0CM996Z26/ref=zg_bs_g_92041941031_d_sccl_11/000-0000000-0000000?psc=1
B3217,Kamaal Karde O Baadshaho,Tajammul Kaleem,Literature & Fiction,Poetry,Hardcover,90.00,4.3,24,2160,https://www.amazon.in/Kamaal-Karde-Baadshaho-Tajammul-Kaleem/dp/B0BGFQCPVB/ref=zg_bs_g_1318175031_d_sccl_3/000-0000000-0000000?psc=1
B3218,Kaoboys of R&AW: Down Memory Lane,B. Raman,Reference,Library & Information Science,Hardcover,698.00,4.5,535,373430,https://www.amazon.in/Kaoboys-Aw-Down-Memory-Lane/dp/097961743X/ref=zg_bs_g_1318187031_d_sccl_15/000-0000000-0000000?psc=1
B3219,Kaplan & Sadock's Concise Textbook of Clinical Psychiatry,Marcia Verduin,Medicine & Health Sciences,Test Preparation & Review,Paperback,"8,795.60",4.6,40,351824,https://www.amazon.in/Sadocks-Concise-Textbook-Clinical-Psychiatry/dp/1975167481/ref=zg_bs_g_4149702031_d_sccl_16/000-0000000-0000000?psc=1
B3220,"Kaplan and Sadock's Synopsis of Psychiatry, 12/e",M.D. [Author] Robert Joseph Boland,Medicine & Health Sciences,Reference,Paperback,"4,099.00",4.5,68,278732,https://www.amazon.in/Kaplan-Sadocks-Synopsis-Psychiatry-12e/dp/9390612020/ref=zg_bs_g_4149694031_d_sccl_12/000-0000000-0000000?psc=1
B3221,Karate Kya Hai Aur Ise Kyon Seekhen? (Hindi Edition),Bhupender Singh,Sports,Juggling,Kindle Edition,105.00,3,8,840,https://www.amazon.in/Karate-Kya-Kyon-Seekhen-Hindi-ebook/dp/B071DN94P1/ref=zg_bs_g_1318262031_d_sccl_21/000-0000000-0000000?psc=1
B3222,Karate Terminology,Tom Hill,Sports,Combat Sports & Self-Defence,Kindle Edition,136.91,3.6,16,2190.56,https://www.amazon.in/Karate-Terminology-Tom-Hill-ebook/dp/B007KN3XRC/ref=zg_bs_g_1318240031_d_sccl_11/000-0000000-0000000?psc=1
B3223,Karate: The Ultimate Beginners Guide to Mastering Karate in 30 Minutes or Less (Karate - Karate for Beginners - Tai Chi - Martial Arts - How to Fight - Self Defense - Taoism),Simon Hiroke,Sports,Combat Sports & Self-Defence,Kindle Edition,224.20,2.8,27,6053.4,https://www.amazon.in/Karate-Ultimate-Beginners-Mastering-Minutes-ebook/dp/B00WW5LLA4/ref=zg_bs_g_1318240031_d_sccl_19/000-0000000-0000000?psc=1
B3224,Kargil: Untold Stories from the War,Rachna Bisht Rawat,Teen & Young Adult,History,Paperback,194.00,4.7,945,183330,https://www.amazon.in/Kargil-Stories-Rachna-Bisht-Rawat/dp/0143445847/ref=zg_bs_g_67803450031_d_sccl_6/000-0000000-0000000?psc=1
B3225,Karlakattai : Ancient Warrior Practice,Dr. K. Jothi Senthil Kannan,Sports,Combat Sports & Self-Defence,Kindle Edition,315.00,4.5,72,22680,https://www.amazon.in/Karlakattai-Dr-Jothi-Senthil-Kannan-ebook/dp/B081FD3Z32/ref=zg_bs_g_1318240031_d_sccl_21/000-0000000-0000000?psc=1
B3226,Karma: A YogiÉ??s Guide to Crafting Your Own Destiny: New York Times Bestselling Author of Inner Engineering,Sadhguru,Religion,New Age & Spirituality,Audible Audiobook,"1,005.00",4.7,15125,15200625,https://www.amazon.in/Karma-Crafting-Destiny-Bestselling-Engineering/dp/B09BZW5KHJ/ref=zg_bs_g_10533825031_d_sccl_3/000-0000000-0000000?psc=1
B3227,Karna: Victory in Death: 14 (Campfire Graphic Novels),Rik Hoskin,Teen & Young Adult,Biographies,Paperback,473.00,4.6,87,41151,https://www.amazon.in/Karna-Victory-Campfire-Graphic-Novels/dp/9381182302/ref=zg_bs_g_67803441031_d_sccl_17/000-0000000-0000000?psc=1
B3228,Karvam veelndhdhadi un viliyasaivil: Ö??Ö?¯Ö?çÖ?ÊÖ??Ö?ç Ö?ÊÖ??Ö??Ö?çÖ??Ö?çÖ??Ö??Ö??Ö?® Ö??Ö??Ö?ç Ö?ÊÖ?®Ö??Ö?®Ö??Ö??Ö??Ö?ÊÖ?®Ö?˝Ö?ç (Tamil Edition),Priyamehan  K,Romance,Contemporary,Kindle Edition,415.00,4.3,89,36935,https://www.amazon.in/Karvam-veelndhdhadi-viliyasaivil-%E0%AE%B5%E0%AF%80%E0%AE%B4%E0%AF%8D%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%A4%E0%AE%9F%E0%AE%BF-%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BF%E0%AE%AF%E0%AE%9A%E0%AF%88%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D-ebook/dp/B0CVDXXV7J/ref=zg_bs_g_2590357031_d_sccl_7/000-0000000-0000000?psc=1
B3229,Kashiyile Theertha Pathangal / Ö??Ö??Ö??Ö?®Ö??Ö?®Ö?˝ÖÊ? Ö??ÖÊ?ÖÊ¨Ö??ÖÊçÖ?ù Ö?¶Ö?ùÖ??ÖÊçÖ??ÖÊ?,Perinad Sadanandan Pillai & Jagadeesh Pillai,Medicine & Health Sciences,Research,Paperback,225.00,0,0,0,https://www.amazon.in/Kashiyile-Theertha-Pathangal-%E0%B4%95%E0%B4%BE%E0%B4%B6%E0%B4%BF%E0%B4%AF%E0%B4%BF%E0%B4%B2%E0%B5%86-%E0%B4%A4%E0%B5%80%E0%B5%BC%E0%B4%A4%E0%B5%8D%E0%B4%A5/dp/B09SV8CQVJ/ref=zg_bs_g_4149699031_d_sccl_5/000-0000000-0000000?psc=1
B3230,Keeper of Enchanted Rooms (Whimbrel House Book 1),Charlie N. Holmberg,Romance,Paranormal,Kindle Edition,129.00,4.5,24997,3224613,https://www.amazon.in/Keeper-Enchanted-Rooms-Charlie-Holmberg-ebook/dp/B09MCY9Y34/ref=zg_bs_g_89265410031_d_sccl_12/000-0000000-0000000?psc=1
B3231,Kensuke'S Kingdom,Michael Morpurgo,Teen & Young Adult,History,Paperback,455.00,4.6,4428,2014740,https://www.amazon.in/Kensukes-Kingdom-Michael-Morpurgo/dp/1405248564/ref=zg_bs_g_67803450031_d_sccl_5/000-0000000-0000000?psc=1
B3232,Key to Wren & Martin's Regular & Multicolour Edition of High School English Grammar & Composition,"Rao N,D,V,Prasada",Children's Books,Reference,Paperback,250.00,4.4,4297,1074250,https://www.amazon.in/Martins-Regular-Multicolour-English-Composition/dp/9352530152/ref=zg_bs_g_1318100031_d_sccl_12/000-0000000-0000000?psc=1
B3233,Key2practice Class 1 & 2 Hindi Workbook | Topic - Hindi Matra | 84 Colourful Practice Worksheets with Answers | Designed by IITians,Seema Verma,Textbooks & Study Guides,Study Guides & Workbooks,Hardcover,255.00,4.4,171,43605,https://www.amazon.in/Key2practice-Summer-Vacation-Workbook-Activity/dp/9389531608/ref=zg_bs_g_15417301031_d_sccl_4/000-0000000-0000000?psc=1
B3234,Khanna Sutra- Food Lessons in Love ( Foreword by Deepak Chopra),Vikas Khanna,Travel,Travel & Holiday Guides,Hardcover,599.00,4.7,17,10183,https://www.amazon.in/Khanna-Sutra-Vikas/dp/9381607656/ref=zg_bs_g_1318297031_d_sccl_9/000-0000000-0000000?psc=1
B3235,Kid Youtuber 10: Tell Your Friends (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Computers & Technology,Kindle Edition,449.00,4.7,313,140537,https://www.amazon.in/Kid-Youtuber-10-hilarious-adventure-ebook/dp/B0CNV6S31P/ref=zg_bs_g_67803464031_d_sccl_14/000-0000000-0000000?psc=1
B3236,Kid Youtuber 2: Hungry for More (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Sport,Kindle Edition,449.00,4.7,1808,811792,https://www.amazon.in/Kid-Youtuber-hilarious-adventure-children-ebook/dp/B08HR4STTS/ref=zg_bs_g_1318103031_d_sccl_2/000-0000000-0000000?psc=1
B3237,Kid Youtuber 3: The Struggle is Real (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Computers & Technology,Kindle Edition,449.00,4.8,1989,893061,https://www.amazon.in/Kid-Youtuber-Struggle-hilarious-adventure-ebook/dp/B08L2YKVCQ/ref=zg_bs_g_67803464031_d_sccl_22/000-0000000-0000000?psc=1
B3238,Kid Youtuber 4: Because Obviously (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Computers & Technology,Kindle Edition,449.00,4.8,1385,621865,https://www.amazon.in/Kid-Youtuber-Obviously-hilarious-adventure-ebook/dp/B08WGDM8FC/ref=zg_bs_g_67803464031_d_sccl_1/000-0000000-0000000?psc=1
